id,createdAt,updatedAt,product_name,brand,price,discount_price,img_url,quantity,category,sub_category,absolute_url
8da3b747-9996-4aec-bae8-d371e3cf74d7,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Methi/Venthaya Keerai - Cleaned, without roots",Fresho,138.96,55.5,https://www.bigbasket.com/media/uploads/p/l/10000113_18-fresho-methiventhaya-keerai-cleaned-without-roots.jpg,500 g,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/10000113/fresho-methiventhaya-keerai-cleaned-without-roots-500-g/
0bb37532-f43d-4e59-97f8-bc88ab0c1d66,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Methi - With roots,Fresho,57.14,22.5,https://www.bigbasket.com/media/uploads/p/l/10000388_10-fresho-methi-with-roots.jpg,200 g,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/10000388/fresho-methi-with-roots-200-g/
8abbf5c6-1848-4150-9588-135bb9bcb830,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Methi/Venthaya Keerai - Cleaned, without roots",Fresho,27.79,11.5,https://www.bigbasket.com/media/uploads/p/l/20000974_12-fresho-methiventhaya-keerai-cleaned-without-roots.jpg,100 g,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/20000974/fresho-methiventhaya-keerai-cleaned-without-roots-100-g/
5ca02d8a-ca2c-49ec-b47e-2bfe33b400f5,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Methi/Venthaya Keerai - Cleaned, without roots",Fresho,277.92,110.5,https://www.bigbasket.com/media/uploads/p/l/10000111_20-fresho-methiventhaya-keerai-cleaned-without-roots.jpg,1 kg,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/10000111/fresho-methiventhaya-keerai-cleaned-without-roots-1-kg/
b4c8face-6013-4eeb-bff7-f5e0e8c0a7cc,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Durum Wheat Pasta - Fusilli,BORGES,299,149.5,https://www.bigbasket.com/media/uploads/p/l/303129_2-borges-durum-wheat-pasta-fusilli.jpg,500 g,Gourmet & World Food,Pastas & Spaghetti,https://www.bigbasket.com/pd/303129/borges-durum-wheat-pasta-fusilli-500-g-pouch/
b0486b3c-c3af-4e33-87ae-fb958e1abd34,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",bb Combo,508,331.5,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,Combo,Snacks & Branded Foods,Honey,https://www.bigbasket.com/pd/1215053/bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg-combo/
d3a9b517-0ca5-4486-a8cd-b18252a645bc,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Extra Virgin Olive Oil,Del Monte,1600,736,https://www.bigbasket.com/media/uploads/p/l/40041182_4-del-monte-extra-virgin-olive-oil.jpg,1 L,Gourmet & World Food,Extra Virgin Olive Oil,https://www.bigbasket.com/pd/40041182/del-monte-extra-virgin-olive-oil-1-l-plastic-bottle/
711a8acd-d390-4856-bfd9-b6e61ad05c57,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Chicken Breast - Boneless, Antibiotic Residue-Free, 4 To 6 pcs",Fresho,605,429,https://www.bigbasket.com/media/uploads/p/l/10001001_7-fresho-chicken-breast-boneless-antibiotic-residue-free.jpg,1 kg,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10001001/fresho-chicken-breast-boneless-antibiotic-residue-free-1-kg/
0ad5f834-9e1b-42fa-acdb-41668a8359b6,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Chicken Breast - Boneless, Antibiotic Residue-Free, 2- 4 pcs",Fresho,360,211,https://www.bigbasket.com/media/uploads/p/l/10000900_10-fresho-chicken-breast-boneless-antibiotic-residue-free-4-5-pcs.jpg,500 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10000900/fresho-chicken-breast-boneless-antibiotic-residue-free-4-5-pcs-500-g/
bb7351fd-f479-46b5-b10f-5b00f9be147a,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Chicken Breast - Boneless, Antibiotic Residue-Free, 1 To 2 pcs",Fresho,207,149,https://www.bigbasket.com/media/uploads/p/l/10000901_10-fresho-chicken-breast-boneless-antibiotic-residue-free.jpg,250 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10000901/fresho-chicken-breast-boneless-antibiotic-residue-free-250-g/
